model,target_ix,source_ix,one_step_time,permanent_time,temporary_time
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,1,6,0.00019097328186035156,0.00019073486328125,0.0002410411834716797
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,1,7,0.00019121170043945312,0.00019168853759765625,0.00024080276489257812
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,0,0.0002002716064453125,0.00019478797912597656,0.00024199485778808594
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,1,0.00019288063049316406,0.00019216537475585938,0.0002415180206298828
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,3,0.00019168853759765625,0.00019168853759765625,0.0002446174621582031
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,4,0.0001919269561767578,0.00019121170043945312,0.00024175643920898438
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,5,0.00019073486328125,0.00019025802612304688,0.00024127960205078125
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,6,0.00019073486328125,0.00019025802612304688,0.00024080276489257812
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,2,7,0.00019049644470214844,0.0001914501190185547,0.000240325927734375
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,0,0.00020074844360351562,0.00019550323486328125,0.000244140625
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,1,0.0001938343048095703,0.00019478797912597656,0.00024271011352539062
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,2,0.00019240379333496094,0.0001919269561767578,0.00024247169494628906
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,4,0.00019168853759765625,0.0001919269561767578,0.00024175643920898438
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,5,0.0001990795135498047,0.0002002716064453125,0.0002522468566894531
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,6,0.0002009868621826172,0.0001914501190185547,0.0002415180206298828
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,3,7,0.00019240379333496094,0.0001914501190185547,0.00024080276489257812
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,0,0.00019979476928710938,0.00019431114196777344,0.00024271011352539062
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,1,0.00019168853759765625,0.00019216537475585938,0.0002410411834716797
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,2,0.0001919269561767578,0.00019359588623046875,0.0002384185791015625
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,3,0.00019097328186035156,0.00019073486328125,0.00023865699768066406
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,5,0.00019073486328125,0.00019025802612304688,0.0002391338348388672
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,6,0.00019979476928710938,0.00019168853759765625,0.00023818016052246094
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,4,7,0.00018978118896484375,0.0001895427703857422,0.0002384185791015625
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,0,0.0001995563507080078,0.00019359588623046875,0.00024509429931640625
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,1,0.00019311904907226562,0.00019216537475585938,0.00024127960205078125
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,2,0.00019121170043945312,0.00019168853759765625,0.0002396106719970703
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,3,0.00019168853759765625,0.00019049644470214844,0.00023984909057617188
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,4,0.00019073486328125,0.0001914501190185547,0.00023984909057617188
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,6,0.00019025802612304688,0.00019049644470214844,0.00023984909057617188
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,5,7,0.000194549560546875,0.00019168853759765625,0.00023937225341796875
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,0,0.0002033710479736328,0.00019598007202148438,0.00024318695068359375
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,1,0.00019311904907226562,0.00019216537475585938,0.0002410411834716797
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,2,0.00019311904907226562,0.00019097328186035156,0.0002415180206298828
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,3,0.0001919269561767578,0.00019097328186035156,0.00024127960205078125
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,4,0.00019121170043945312,0.0001914501190185547,0.00024056434631347656
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,5,0.0001919269561767578,0.00019097328186035156,0.00024056434631347656
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,6,7,0.00019121170043945312,0.00019049644470214844,0.00024056434631347656
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,0,0.00020051002502441406,0.00019502639770507812,0.00024318695068359375
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,1,0.0001933574676513672,0.00019359588623046875,0.00024247169494628906
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,2,0.00019240379333496094,0.00019240379333496094,0.0002429485321044922
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,3,0.000202178955078125,0.0001926422119140625,0.0002415180206298828
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,4,0.0001919269561767578,0.00019216537475585938,0.00024175643920898438
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,5,0.0001914501190185547,0.00019240379333496094,0.0002415180206298828
control_models/2161_Guard_Cell_Abscisic_Acid_Signaling.aeon,7,6,0.0001914501190185547,0.00019168853759765625,0.00024175643920898438
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,0,1,0.018981456756591797,0.052398681640625,0.15855050086975098
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,0,2,0.01913619041442871,0.05252957344055176,0.1580953598022461
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,0,3,0.019078969955444336,0.05255913734436035,0.15856647491455078
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,1,0,0.030680179595947266,0.11898970603942871,0.09272408485412598
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,1,2,0.030580997467041016,0.11935806274414062,0.09289360046386719
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,1,3,0.030493736267089844,0.11990761756896973,0.09283995628356934
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,2,0,0.03601384162902832,0.07946562767028809,0.13567280769348145
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,2,1,0.035973548889160156,0.07950711250305176,0.13639473915100098
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,2,3,0.03598928451538086,0.07944774627685547,0.13668036460876465
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,3,0,0.029019594192504883,0.11890220642089844,0.1678459644317627
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,3,1,0.028918981552124023,0.11840391159057617,0.1680150032043457
control_models/[var22]__[id022]__[B-CELL-DIFFERENTIATION].aeon,3,2,0.028975963592529297,0.11938858032226562,0.16780352592468262
control_models/[var44]__[id011]__[GUARD-CELL-ABSCISIC-ACID-SIGNALING].aeon,0,1,0.033547163009643555,0.043790578842163086,0.042067766189575195
control_models/[var44]__[id011]__[GUARD-CELL-ABSCISIC-ACID-SIGNALING].aeon,1,0,0.03342771530151367,0.04926300048828125,0.038402557373046875
control_models/2691_T-Cell_Signaling_2006.aeon,0,1,0.00017833709716796875,0.00016999244689941406,0.0002129077911376953
control_models/2691_T-Cell_Signaling_2006.aeon,0,2,0.00016736984252929688,0.00016617774963378906,0.00021004676818847656
control_models/2691_T-Cell_Signaling_2006.aeon,0,3,0.00016546249389648438,0.00016498565673828125,0.0002086162567138672
control_models/2691_T-Cell_Signaling_2006.aeon,0,4,0.00016427040100097656,0.00016427040100097656,0.00020766258239746094
control_models/2691_T-Cell_Signaling_2006.aeon,0,5,0.00016379356384277344,0.00016355514526367188,0.00021147727966308594
control_models/2691_T-Cell_Signaling_2006.aeon,0,6,0.00016379356384277344,0.00016307830810546875,0.0002071857452392578
control_models/2691_T-Cell_Signaling_2006.aeon,0,7,0.00016260147094726562,0.0001628398895263672,0.00020742416381835938
control_models/2691_T-Cell_Signaling_2006.aeon,1,0,0.00017189979553222656,0.00016760826110839844,0.000209808349609375
control_models/2691_T-Cell_Signaling_2006.aeon,1,2,0.00016617774963378906,0.0001652240753173828,0.00021028518676757812
control_models/2691_T-Cell_Signaling_2006.aeon,1,3,0.00017499923706054688,0.0001652240753173828,0.00020933151245117188
control_models/2691_T-Cell_Signaling_2006.aeon,1,4,0.00016450881958007812,0.00016427040100097656,0.00020885467529296875
control_models/2691_T-Cell_Signaling_2006.aeon,1,5,0.00016427040100097656,0.000164031982421875,0.0002090930938720703
control_models/2691_T-Cell_Signaling_2006.aeon,1,6,0.000164031982421875,0.00016355514526367188,0.00020766258239746094
control_models/2691_T-Cell_Signaling_2006.aeon,1,7,0.00016355514526367188,0.0001633167266845703,0.00020813941955566406
control_models/2691_T-Cell_Signaling_2006.aeon,2,0,0.00017189979553222656,0.0001678466796875,0.00021123886108398438
control_models/2691_T-Cell_Signaling_2006.aeon,2,1,0.0001666545867919922,0.0001659393310546875,0.000209808349609375
control_models/2691_T-Cell_Signaling_2006.aeon,2,3,0.0001652240753173828,0.0001652240753173828,0.00020885467529296875
control_models/2691_T-Cell_Signaling_2006.aeon,2,4,0.0001652240753173828,0.00016546249389648438,0.00020956993103027344
control_models/2691_T-Cell_Signaling_2006.aeon,2,5,0.0001647472381591797,0.00016570091247558594,0.0002090930938720703
control_models/2691_T-Cell_Signaling_2006.aeon,2,6,0.00016736984252929688,0.0001666545867919922,0.00021004676818847656
control_models/2691_T-Cell_Signaling_2006.aeon,2,7,0.00016570091247558594,0.00016546249389648438,0.00021028518676757812
control_models/2691_T-Cell_Signaling_2006.aeon,3,0,0.00017261505126953125,0.0001678466796875,0.00021195411682128906
control_models/2691_T-Cell_Signaling_2006.aeon,3,1,0.00016808509826660156,0.00016808509826660156,0.0002117156982421875
control_models/2691_T-Cell_Signaling_2006.aeon,3,2,0.0001666545867919922,0.00017642974853515625,0.00021195411682128906
control_models/2691_T-Cell_Signaling_2006.aeon,3,4,0.0001659393310546875,0.0001659393310546875,0.00021076202392578125
control_models/2691_T-Cell_Signaling_2006.aeon,3,5,0.0001659393310546875,0.00016570091247558594,0.00021028518676757812
control_models/2691_T-Cell_Signaling_2006.aeon,3,6,0.00016498565673828125,0.00016570091247558594,0.00020933151245117188
control_models/2691_T-Cell_Signaling_2006.aeon,3,7,0.0001652240753173828,0.00016617774963378906,0.000209808349609375
control_models/2691_T-Cell_Signaling_2006.aeon,4,0,0.00017452239990234375,0.00016999244689941406,0.0002129077911376953
control_models/2691_T-Cell_Signaling_2006.aeon,4,1,0.00016832351684570312,0.00016832351684570312,0.00021314620971679688
control_models/2691_T-Cell_Signaling_2006.aeon,4,2,0.0001685619354248047,0.00016832351684570312,0.00021004676818847656
control_models/2691_T-Cell_Signaling_2006.aeon,4,3,0.00016617774963378906,0.00016617774963378906,0.00021028518676757812
control_models/2691_T-Cell_Signaling_2006.aeon,4,5,0.00016641616821289062,0.00016617774963378906,0.00021076202392578125
control_models/2691_T-Cell_Signaling_2006.aeon,4,6,0.0001659393310546875,0.0001697540283203125,0.0002110004425048828
control_models/2691_T-Cell_Signaling_2006.aeon,4,7,0.0001659393310546875,0.00016570091247558594,0.000209808349609375
control_models/2691_T-Cell_Signaling_2006.aeon,5,0,0.00017261505126953125,0.00016880035400390625,0.0002124309539794922
control_models/2691_T-Cell_Signaling_2006.aeon,5,1,0.0001678466796875,0.0001671314239501953,0.00021076202392578125
control_models/2691_T-Cell_Signaling_2006.aeon,5,2,0.0001671314239501953,0.00016641616821289062,0.00022101402282714844
control_models/2691_T-Cell_Signaling_2006.aeon,5,3,0.0001671314239501953,0.00016689300537109375,0.00020956993103027344
control_models/2691_T-Cell_Signaling_2006.aeon,5,4,0.00016641616821289062,0.0001666545867919922,0.000209808349609375
control_models/2691_T-Cell_Signaling_2006.aeon,5,6,0.00016617774963378906,0.00016641616821289062,0.00021028518676757812
control_models/2691_T-Cell_Signaling_2006.aeon,5,7,0.00016641616821289062,0.0001666545867919922,0.00021123886108398438
control_models/2691_T-Cell_Signaling_2006.aeon,6,0,0.0001735687255859375,0.0001690387725830078,0.00021314620971679688
control_models/2691_T-Cell_Signaling_2006.aeon,6,1,0.00016808509826660156,0.0001678466796875,0.00021123886108398438
control_models/2691_T-Cell_Signaling_2006.aeon,6,2,0.0001671314239501953,0.00016736984252929688,0.0002124309539794922
control_models/2691_T-Cell_Signaling_2006.aeon,6,3,0.0001666545867919922,0.0001666545867919922,0.00021147727966308594
control_models/2691_T-Cell_Signaling_2006.aeon,6,4,0.00016617774963378906,0.00016617774963378906,0.0002110004425048828
control_models/2691_T-Cell_Signaling_2006.aeon,6,5,0.00016641616821289062,0.00017833709716796875,0.0002129077911376953
control_models/2691_T-Cell_Signaling_2006.aeon,6,7,0.0001671314239501953,0.00016736984252929688,0.00021195411682128906
control_models/2691_T-Cell_Signaling_2006.aeon,7,0,0.0001742839813232422,0.0001697540283203125,0.00021529197692871094
control_models/2691_T-Cell_Signaling_2006.aeon,7,1,0.00016999244689941406,0.00016951560974121094,0.00021409988403320312
control_models/2691_T-Cell_Signaling_2006.aeon,7,2,0.00017380714416503906,0.00018024444580078125,0.00022459030151367188
control_models/2691_T-Cell_Signaling_2006.aeon,7,3,0.00017952919006347656,0.0001766681671142578,0.0002269744873046875
control_models/2691_T-Cell_Signaling_2006.aeon,7,4,0.0001690387725830078,0.00016951560974121094,0.00021314620971679688
control_models/2691_T-Cell_Signaling_2006.aeon,7,5,0.00016808509826660156,0.0001690387725830078,0.0002143383026123047
control_models/2691_T-Cell_Signaling_2006.aeon,7,6,0.00016832351684570312,0.00016808509826660156,0.00021314620971679688
control_models/[var53]__[id070]__[MAPK-CANCER-CELL-FATE].aeon,0,1,0.5707998275756836,N/A,N/A
control_models/[var53]__[id070]__[MAPK-CANCER-CELL-FATE].aeon,1,0,1.1467528343200684,N/A,N/A
